# Energy_GeV  sigma_cm2
4.76228000e+00 1.46348549e-11
4.79038000e+00 4.52427296e-10
4.79935000e+00 1.54170150e-09
4.80870000e+00 6.14486098e-10
4.81828000e+00 6.54212010e-10
4.84538000e+00 4.09941481e-10
4.85336000e+00 1.80332605e-10
4.92727000e+00 1.50932438e-11
4.96325000e+00 1.62358212e-09
4.97268000e+00 4.52824391e-10
4.98271000e+00 6.87114552e-10
4.99157000e+00 6.18799257e-10
5.02938000e+00 4.10888616e-10
5.03893000e+00 1.80424069e-10
5.09797000e+00 1.55574887e-11
5.13275000e+00 1.70825678e-09
5.15274000e+00 7.21156186e-10
5.16193000e+00 4.51682135e-10
5.18139000e+00 6.22861260e-10
5.22036000e+00 4.11767422e-10
5.23159000e+00 1.80516910e-10
5.27458000e+00 1.60285514e-11
5.30803000e+00 1.79595001e-09
5.32858000e+00 7.56440625e-10
5.35838000e+00 4.51842471e-10
5.37844000e+00 6.26684972e-10
5.41860000e+00 4.12582293e-10
5.43161000e+00 1.80604260e-10
5.45732000e+00 1.65055987e-11
5.48931000e+00 1.88693866e-09
5.51042000e+00 7.93066284e-10
5.56230000e+00 4.48361445e-10
5.58298000e+00 6.30286735e-10
5.62437000e+00 4.13338447e-10
5.63929000e+00 1.80695568e-10
5.64638000e+00 1.69867203e-11
5.67677000e+00 1.98142765e-09
5.69846000e+00 8.31095502e-10
5.77398000e+00 4.50157761e-10
5.79529000e+00 6.33678131e-10
5.83795000e+00 4.14039663e-10
5.84200000e+00 1.74755273e-11
5.85490000e+00 1.80772290e-10
5.87063000e+00 2.07936222e-09
5.89292000e+00 8.70504399e-10
5.99372000e+00 4.45607058e-10
6.01568000e+00 6.36873494e-10
6.04439000e+00 1.79696397e-11
6.05964000e+00 4.14690473e-10
6.07112000e+00 2.18068829e-09
6.07876000e+00 1.80853781e-10
6.09401000e+00 9.11280691e-10
6.22183000e+00 4.47158813e-10
6.24446000e+00 6.39883434e-10
6.25379000e+00 1.84699597e-11
6.27845000e+00 2.28549923e-09
6.28975000e+00 4.15294202e-10
6.30197000e+00 9.53479461e-10
6.31118000e+00 1.80928242e-10
6.45861000e+00 4.46863203e-10
6.47045000e+00 1.89762381e-11
6.48193000e+00 6.42720743e-10
6.49286000e+00 2.39389981e-09
6.51703000e+00 9.97165925e-10
6.52860000e+00 4.15854654e-10
6.55249000e+00 1.81010095e-10
6.69461000e+00 1.94854267e-11
6.70441000e+00 4.46024206e-10
6.71460000e+00 2.50599367e-09
6.72843000e+00 6.45395489e-10
6.73942000e+00 1.04237281e-09
6.77651000e+00 4.16374928e-10
6.80302000e+00 1.81079731e-10
6.92654000e+00 2.00026174e-11
6.94391000e+00 2.62189230e-09
6.95956000e+00 4.45134711e-10
6.96940000e+00 1.08912162e-09
6.98431000e+00 6.47918022e-10
7.03385000e+00 4.16858059e-10
7.06313000e+00 1.81143147e-10
7.16650000e+00 2.05230313e-11
7.18104000e+00 2.74169651e-09
